>XM_023605096.1 Rhizopus microsporus ATCC 52813 serine protease (RHIMIDRAFT_10000), mRNA
>XM_023607376.1 Rhizopus microsporus ATCC 52813 NAD-dependent glutamate dehydrogenase (RHIMIDRAFT_219306), mRNA
>XM_023607377.1 Rhizopus microsporus ATCC 52813 Brix-domain-containing protein (RHIMIDRAFT_219332), mRNA
>XM_023607378.1 Rhizopus microsporus ATCC 52813 MFS general substrate transporter (RHIMIDRAFT_219372), mRNA
>XM_023607379.1 Rhizopus microsporus ATCC 52813 heat shock protein 70 (RHIMIDRAFT_219430), partial mRNA
>XM_023607380.1 Rhizopus microsporus ATCC 52813 eukaryotic phosphomannomutase (RHIMIDRAFT_219452), mRNA
>XM_023607381.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_219508), partial mRNA
>XM_023607382.1 Rhizopus microsporus ATCC 52813 phospholipid-translocating P-type ATPase (RHIMIDRAFT_219512), partial mRNA
>XM_023607383.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_21953), mRNA
>XM_023607384.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_219546), mRNA
>XM_023607385.1 Rhizopus microsporus ATCC 52813 kinase-like protein (RHIMIDRAFT_219635), partial mRNA
>XM_023607386.1 Rhizopus microsporus ATCC 52813 PLP-dependent transferase (RHIMIDRAFT_219665), mRNA
>XM_023607387.1 Rhizopus microsporus ATCC 52813 ribosomal protein L30p/L7e (RHIMIDRAFT_219695), mRNA
>XM_023607388.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_219712), mRNA
>XM_023607389.1 Rhizopus microsporus ATCC 52813 acyl-CoA dehydrogenase NM domain-like protein (RHIMIDRAFT_219719), mRNA
>XM_023607390.1 Rhizopus microsporus ATCC 52813 clathrin heavy chain (RHIMIDRAFT_219725), mRNA
>XM_023607391.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_219727), mRNA
>XM_023607392.1 Rhizopus microsporus ATCC 52813 NAD(P)-binding protein (RHIMIDRAFT_219749), mRNA
>XM_023607393.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_219769), mRNA
>XM_023607394.1 Rhizopus microsporus ATCC 52813 glycine hydroxymethyltransferase (RHIMIDRAFT_219825), mRNA
>XM_023607395.1 Rhizopus microsporus ATCC 52813 PCI-domain-containing protein (RHIMIDRAFT_219846), mRNA
>XM_023607396.1 Rhizopus microsporus ATCC 52813 GTP-binding protein rhoA (RHIMIDRAFT_220022), mRNA
>XM_023607397.1 Rhizopus microsporus ATCC 52813 protein Farnesyltransferase complexed with A farnesyl diphosphate substrate (RHIMIDRAFT_220078), mRNA
>XM_023607398.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_220095), mRNA
>XM_023607399.1 Rhizopus microsporus ATCC 52813 nucleic acid-binding protein (RHIMIDRAFT_220195), mRNA
>XM_023607400.1 Rhizopus microsporus ATCC 52813 acetyl-CoA synthetase-like protein (RHIMIDRAFT_220201), mRNA
>XM_023607401.1 Rhizopus microsporus ATCC 52813 seven-hairpin glycosidase (RHIMIDRAFT_220257), mRNA
>XM_023607402.1 Rhizopus microsporus ATCC 52813 ribosomal protein L19/L19e (RHIMIDRAFT_220265), mRNA
>XM_023607403.1 Rhizopus microsporus ATCC 52813 thioredoxin-domain-containing protein (RHIMIDRAFT_220268), mRNA
>XM_023607404.1 Rhizopus microsporus ATCC 52813 Haloacid dehalogenase-like hydrolase domain-containing protein 1A (RHIMIDRAFT_220289), mRNA
>XM_023607405.1 Rhizopus microsporus ATCC 52813 cytochrome P450 (RHIMIDRAFT_220301), mRNA
>XM_023607406.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_22031), mRNA
>XM_023607407.1 Rhizopus microsporus ATCC 52813 alanyl-tRNA synthetase (RHIMIDRAFT_220335), mRNA
>XM_023607408.1 Rhizopus microsporus ATCC 52813 MFS general substrate transporter (RHIMIDRAFT_220346), mRNA
>XM_023607409.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_220394), mRNA
>XM_023607410.1 Rhizopus microsporus ATCC 52813 NDUFB9, NADH-ubiquinone oxidoreductase (RHIMIDRAFT_220457), mRNA
>XM_023607411.1 Rhizopus microsporus ATCC 52813 12-oxo-phytodienoic acid-like protein (RHIMIDRAFT_220486), mRNA
>XM_023607412.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_220506), mRNA
>XM_023607413.1 Rhizopus microsporus ATCC 52813 CBS-domain-containing protein (RHIMIDRAFT_220616), mRNA
>XM_023607414.1 Rhizopus microsporus ATCC 52813 zf-CHY-domain-containing protein (RHIMIDRAFT_220663), partial mRNA
>XM_023607415.1 Rhizopus microsporus ATCC 52813 CRAL/TRIO domain-containing protein (RHIMIDRAFT_220669), mRNA
>XM_023607416.1 Rhizopus microsporus ATCC 52813 APH-domain-containing protein (RHIMIDRAFT_220673), mRNA
>XM_023607417.1 Rhizopus microsporus ATCC 52813 4-coumarate-CoA ligase (RHIMIDRAFT_220714), mRNA
>XM_023607418.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_220798), partial mRNA
>XM_023607419.1 Rhizopus microsporus ATCC 52813 mitochondrial carrier (RHIMIDRAFT_220833), mRNA
>XM_023607420.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_22087), mRNA
>XM_023607421.1 Rhizopus microsporus ATCC 52813 DNase I-like protein (RHIMIDRAFT_220917), mRNA
>XM_023607422.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_220978), partial mRNA
>XM_023607423.1 Rhizopus microsporus ATCC 52813 cell division/GTP binding protein (RHIMIDRAFT_221076), mRNA
>XM_023607424.1 Rhizopus microsporus ATCC 52813 aspartate semialdehyde dehydrogenase (RHIMIDRAFT_221080), mRNA
>XM_023607425.1 Rhizopus microsporus ATCC 52813 acetyl-CoA synthetase-like protein (RHIMIDRAFT_221083), partial mRNA
>XM_023607426.1 Rhizopus microsporus ATCC 52813 ARF/SAR superfamily (RHIMIDRAFT_221207), mRNA
>XM_023607427.1 Rhizopus microsporus ATCC 52813 nucleoside diphosphate kinase (RHIMIDRAFT_221251), mRNA
>XM_023607428.1 Rhizopus microsporus ATCC 52813 P-loop containing nucleoside triphosphate hydrolase protein (RHIMIDRAFT_221261), mRNA
>XM_023607429.1 Rhizopus microsporus ATCC 52813 chitin synthase 2 (RHIMIDRAFT_221275), mRNA
>XM_023607430.1 Rhizopus microsporus ATCC 52813 WD40 repeat-like protein (RHIMIDRAFT_221291), mRNA
>XM_023607431.1 Rhizopus microsporus ATCC 52813 NADH-ubiquinone oxidoreductase (RHIMIDRAFT_221309), mRNA
>XM_023607432.1 Rhizopus microsporus ATCC 52813 glycyl-tRNA synthetase (RHIMIDRAFT_221386), mRNA
>XM_023607433.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_221527), partial mRNA
>XM_023607434.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_221553), mRNA
>XM_023607435.1 Rhizopus microsporus ATCC 52813 SPRY-domain-containing protein (RHIMIDRAFT_221606), partial mRNA
>XM_023607436.1 Rhizopus microsporus ATCC 52813 peroxisomal biogenesis factor 11 (RHIMIDRAFT_221615), mRNA
>XM_023607437.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_221628), partial mRNA
>XM_023607438.1 Rhizopus microsporus ATCC 52813 Zinc/iron permease (RHIMIDRAFT_221632), partial mRNA
>XM_023607439.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_221700), mRNA
>XM_023607440.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_22171), mRNA
>XM_023607441.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_221717), mRNA
>XM_023607442.1 Rhizopus microsporus ATCC 52813 PMT-domain-containing protein (RHIMIDRAFT_221723), partial mRNA
>XM_023607443.1 Rhizopus microsporus ATCC 52813 ribosomal protein S2 (RHIMIDRAFT_221725), mRNA
>XM_023607444.1 Rhizopus microsporus ATCC 52813 delta-9 desaturase (RHIMIDRAFT_221818), mRNA
>XM_023607445.1 Rhizopus microsporus ATCC 52813 putative class V myosin (RHIMIDRAFT_221822), mRNA
>XM_023607446.1 Rhizopus microsporus ATCC 52813 branched chain keto acid dehydrogenase E1 (RHIMIDRAFT_221906), mRNA
>XM_023607447.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_221923), mRNA
>XM_023607448.1 Rhizopus microsporus ATCC 52813 calcofluor white hypersensitive protein-like protein (RHIMIDRAFT_221926), mRNA
>XM_023607449.1 Rhizopus microsporus ATCC 52813 NAD and Zn-dependent alcohol dehydrogenase (RHIMIDRAFT_221939), partial mRNA
>XM_023607450.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_221941), partial mRNA
>XM_023607451.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_221993), mRNA
>XM_023607452.1 Rhizopus microsporus ATCC 52813 methyltransferase (RHIMIDRAFT_222072), partial mRNA
>XM_023607453.1 Rhizopus microsporus ATCC 52813 kinase-like protein (RHIMIDRAFT_222087), mRNA
>XM_023607454.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_222282), mRNA
>XM_023607455.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_222334), partial mRNA
>XM_023607456.1 Rhizopus microsporus ATCC 52813 glycerol-3-phosphate dehydrogenase (RHIMIDRAFT_222441), mRNA
>XM_023607457.1 Rhizopus microsporus ATCC 52813 phospholipid-translocating P-type ATPase (RHIMIDRAFT_222497), mRNA
>XM_023607458.1 Rhizopus microsporus ATCC 52813 kinesin-domain-containing protein (RHIMIDRAFT_222514), partial mRNA
>XM_023607459.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_222534), mRNA
>XM_023607460.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_222544), mRNA
>XM_023607461.1 Rhizopus microsporus ATCC 52813 translation initiation factor 3, RNA-binding subunit (RHIMIDRAFT_222595), mRNA
>XM_023607462.1 Rhizopus microsporus ATCC 52813 OPT superfamily oligopeptide transporter (RHIMIDRAFT_222598), partial mRNA
>XM_023607463.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_222614), partial mRNA
>XM_023607464.1 Rhizopus microsporus ATCC 52813 DUF953-domain-containing protein (RHIMIDRAFT_222638), mRNA
>XM_023607465.1 Rhizopus microsporus ATCC 52813 proteasome-domain-containing protein (RHIMIDRAFT_222648), mRNA
>XM_023607466.1 Rhizopus microsporus ATCC 52813 kinase-like protein (RHIMIDRAFT_222669), partial mRNA
>XM_023607467.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_222743), mRNA
>XM_023607468.1 Rhizopus microsporus ATCC 52813 RhoGAP-domain-containing protein (RHIMIDRAFT_222902), mRNA
>XM_023607469.1 Rhizopus microsporus ATCC 52813 extracellular aspartic proteinase (RHIMIDRAFT_222964), partial mRNA
>XM_023607470.1 Rhizopus microsporus ATCC 52813 40S ribosomal protein S16 (RHIMIDRAFT_222997), mRNA
>XM_023607471.1 Rhizopus microsporus ATCC 52813 putative septin (RHIMIDRAFT_223043), partial mRNA
>XM_023607472.1 Rhizopus microsporus ATCC 52813 siderophore iron transporter-like protein mirB (RHIMIDRAFT_223049), partial mRNA
>XM_023607473.1 Rhizopus microsporus ATCC 52813 srp54-like protein (RHIMIDRAFT_223071), mRNA
>XM_023607474.1 Rhizopus microsporus ATCC 52813 translation initiation factor eIF2 subunit gamma (RHIMIDRAFT_223148), mRNA
>XM_023607475.1 Rhizopus microsporus ATCC 52813 cyclin-domain-containing protein (RHIMIDRAFT_223210), mRNA
>XM_023607476.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_223312), mRNA
>XM_023607477.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_223404), partial mRNA
>XM_023607478.1 Rhizopus microsporus ATCC 52813 nucleotide-diphospho-sugar transferase (RHIMIDRAFT_223431), mRNA
>XM_023607479.1 Rhizopus microsporus ATCC 52813 small G-protein Ras2 (RHIMIDRAFT_223475), partial mRNA
>XM_023607480.1 Rhizopus microsporus ATCC 52813 PP2C-domain-containing protein (RHIMIDRAFT_223524), mRNA
>XM_023607481.1 Rhizopus microsporus ATCC 52813 MFS general substrate transporter (RHIMIDRAFT_223609), partial mRNA
>XM_023607482.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_223611), mRNA
>XM_023607483.1 Rhizopus microsporus ATCC 52813 DUF814-domain-containing protein (RHIMIDRAFT_223638), partial mRNA
>XM_023607484.1 Rhizopus microsporus ATCC 52813 Nrap protein (RHIMIDRAFT_223648), mRNA
>XM_023607485.1 Rhizopus microsporus ATCC 52813 ThrRS/AlaRS common domain-containing protein (RHIMIDRAFT_223660), mRNA
>XM_023607486.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_22372), mRNA
>XM_023607487.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_223722), partial mRNA
>XM_023607488.1 Rhizopus microsporus ATCC 52813 MFS general substrate transporter (RHIMIDRAFT_22378), mRNA
>XM_023607489.1 Rhizopus microsporus ATCC 52813 tyrosine aminotransferase (RHIMIDRAFT_223813), mRNA
>XM_023607490.1 Rhizopus microsporus ATCC 52813 40S ribosomal protein S7 (RHIMIDRAFT_223854), partial mRNA
>XM_023607491.1 Rhizopus microsporus ATCC 52813 putative tyrosine-tRNA ligase (RHIMIDRAFT_223867), partial mRNA
>XM_023607492.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_223885), partial mRNA
>XM_023607493.1 Rhizopus microsporus ATCC 52813 DUF125-domain-containing protein (RHIMIDRAFT_223890), mRNA
>XM_023607494.1 Rhizopus microsporus ATCC 52813 cytochrome b5 (RHIMIDRAFT_223947), mRNA
>XM_023607495.1 Rhizopus microsporus ATCC 52813 nucleotide-sugar transporter (RHIMIDRAFT_224027), partial mRNA
>XM_023607496.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_224050), mRNA
>XM_023607497.1 Rhizopus microsporus ATCC 52813 homeobox-domain-containing protein (RHIMIDRAFT_224179), mRNA
>XM_023607498.1 Rhizopus microsporus ATCC 52813 Aldo/keto reductase (RHIMIDRAFT_224211), mRNA
>XM_023607499.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_224239), partial mRNA
>XM_023607500.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_22428), mRNA
>XM_023607501.1 Rhizopus microsporus ATCC 52813 proteosome-related protein (RHIMIDRAFT_224298), mRNA
>XM_023607502.1 Rhizopus microsporus ATCC 52813 isocitrate lyase and phosphorylmutase (RHIMIDRAFT_224358), mRNA
>XM_023607503.1 Rhizopus microsporus ATCC 52813 4-aminobutyrate aminotransferase (RHIMIDRAFT_224398), mRNA
>XM_023607504.1 Rhizopus microsporus ATCC 52813 IkappaB kinase complex, IKAP component (RHIMIDRAFT_224406), mRNA
>XM_023607505.1 Rhizopus microsporus ATCC 52813 ras GEF (RHIMIDRAFT_224514), mRNA
>XM_023607506.1 Rhizopus microsporus ATCC 52813 MFS general substrate transporter (RHIMIDRAFT_224548), mRNA
>XM_023607507.1 Rhizopus microsporus ATCC 52813 MFS general substrate transporter (RHIMIDRAFT_224572), mRNA
>XM_023607508.1 Rhizopus microsporus ATCC 52813 splicing factor U2AF subunit (RHIMIDRAFT_224579), mRNA
>XM_023607509.1 Rhizopus microsporus ATCC 52813 nucleotide-binding domain-containing protein (RHIMIDRAFT_224599), mRNA
>XM_023607510.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_224651), mRNA
>XM_023607511.1 Rhizopus microsporus ATCC 52813 putative ubiquitin activating enzyme (RHIMIDRAFT_224703), mRNA
>XM_023607512.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_224735), mRNA
>XM_023607513.1 Rhizopus microsporus ATCC 52813 isopentenyl pyrophosphate isomerase (RHIMIDRAFT_224756), mRNA
>XM_023607514.1 Rhizopus microsporus ATCC 52813 ANTH-domain-containing protein (RHIMIDRAFT_224830), mRNA
>XM_023607515.1 Rhizopus microsporus ATCC 52813 S-adenosyl-L-methionine-dependent methyltransferase (RHIMIDRAFT_224864), mRNA
>XM_023607516.1 Rhizopus microsporus ATCC 52813 OPT superfamily oligopeptide transporter (RHIMIDRAFT_224887), mRNA
>XM_023607517.1 Rhizopus microsporus ATCC 52813 peptidyl-tRNA hydrolase (RHIMIDRAFT_224903), mRNA
>XM_023607518.1 Rhizopus microsporus ATCC 52813 MFS general substrate transporter (RHIMIDRAFT_224908), partial mRNA
>XM_023607519.1 Rhizopus microsporus ATCC 52813 meiotic nuclear division protein 1 (RHIMIDRAFT_224958), mRNA
>XM_023607520.1 Rhizopus microsporus ATCC 52813 GWT1-domain-containing protein (RHIMIDRAFT_224960), mRNA
>XM_023607521.1 Rhizopus microsporus ATCC 52813 kinase-like protein (RHIMIDRAFT_225040), mRNA
>XM_023607522.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_225064), partial mRNA
>XM_023607523.1 Rhizopus microsporus ATCC 52813 2-nitropropane dioxygenase (RHIMIDRAFT_225090), mRNA
>XM_023607524.1 Rhizopus microsporus ATCC 52813 Mak16 protein (RHIMIDRAFT_225101), mRNA
>XM_023607525.1 Rhizopus microsporus ATCC 52813 CRAL/TRIO domain-containing protein (RHIMIDRAFT_225110), mRNA
>XM_023607526.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_225329), partial mRNA
>XM_023607527.1 Rhizopus microsporus ATCC 52813 ATP synthase F1, beta subunit (RHIMIDRAFT_225386), mRNA
>XM_023607528.1 Rhizopus microsporus ATCC 52813 thioredoxin-like protein (RHIMIDRAFT_225455), mRNA
>XM_023607529.1 Rhizopus microsporus ATCC 52813 ribose 5-phosphate isomerase (RHIMIDRAFT_225522), mRNA
>XM_023607530.1 Rhizopus microsporus ATCC 52813 putative oxidoreductase (RHIMIDRAFT_225537), mRNA
>XM_023607531.1 Rhizopus microsporus ATCC 52813 Methylmalonate-semialdehyde dehydrogenase (RHIMIDRAFT_225633), mRNA
>XM_023607532.1 Rhizopus microsporus ATCC 52813 VHS-domain-containing protein (RHIMIDRAFT_225636), mRNA
>XM_023607533.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_225676), mRNA
>XM_023607534.1 Rhizopus microsporus ATCC 52813 HAD-superfamily phosphatase (RHIMIDRAFT_225703), partial mRNA
>XM_023607535.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_225711), mRNA
>XM_023607536.1 Rhizopus microsporus ATCC 52813 hydroxymethylglutaryl-CoA lyase (RHIMIDRAFT_225783), partial mRNA
>XM_023607537.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_225829), mRNA
>XM_023607538.1 Rhizopus microsporus ATCC 52813 40S ribosomal protein S5 (RHIMIDRAFT_225830), partial mRNA
>XM_023607539.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_225836), mRNA
>XM_023607540.1 Rhizopus microsporus ATCC 52813 cytochrome P450 (RHIMIDRAFT_225843), partial mRNA
>XM_023607541.1 Rhizopus microsporus ATCC 52813 PRTase-like protein (RHIMIDRAFT_225915), mRNA
>XM_023607542.1 Rhizopus microsporus ATCC 52813 kinase-like protein (RHIMIDRAFT_225954), mRNA
>XM_023607543.1 Rhizopus microsporus ATCC 52813 putative DNA repair and recombination protein RAD54B (RHIMIDRAFT_225975), partial mRNA
>XM_023607544.1 Rhizopus microsporus ATCC 52813 F-actin capping protein, alpha subunit (RHIMIDRAFT_225996), mRNA
>XM_023607545.1 Rhizopus microsporus ATCC 52813 DNA polymerase delta processivity factor (RHIMIDRAFT_226023), mRNA
>XM_023607546.1 Rhizopus microsporus ATCC 52813 histone-fold-containing protein (RHIMIDRAFT_226026), partial mRNA
>XM_023607547.1 Rhizopus microsporus ATCC 52813 cysteine proteinase (RHIMIDRAFT_226058), mRNA
>XM_023607548.1 Rhizopus microsporus ATCC 52813 eukaryotic translation initiation factor 6 (RHIMIDRAFT_226064), mRNA
>XM_023607549.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_226084), mRNA
>XM_023607550.1 Rhizopus microsporus ATCC 52813 SPX-domain-containing protein (RHIMIDRAFT_226087), partial mRNA
>XM_023607551.1 Rhizopus microsporus ATCC 52813 zf-UBR-domain-containing protein (RHIMIDRAFT_226104), mRNA
>XM_023607552.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_226110), mRNA
>XM_023607553.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_226112), mRNA
>XM_023607554.1 Rhizopus microsporus ATCC 52813 phosphoserine aminotransferase (RHIMIDRAFT_226144), mRNA
>XM_023607555.1 Rhizopus microsporus ATCC 52813 cysteine proteinase (RHIMIDRAFT_226152), mRNA
>XM_023607556.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_226155), mRNA
>XM_023607557.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_226159), partial mRNA
>XM_023607558.1 Rhizopus microsporus ATCC 52813 phosphoesterase-domain-containing protein (RHIMIDRAFT_226169), partial mRNA
>XM_023607559.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_226211), mRNA
>XM_023607560.1 Rhizopus microsporus ATCC 52813 ankyrin repeat-containing protein P16F5.05c (RHIMIDRAFT_226215), mRNA
>XM_023607561.1 Rhizopus microsporus ATCC 52813 RhoGAP-domain-containing protein (RHIMIDRAFT_226218), mRNA
>XM_023607562.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_226223), mRNA
>XM_023607563.1 Rhizopus microsporus ATCC 52813 Xanthine/uracil permease (RHIMIDRAFT_226228), mRNA
>XM_023607564.1 Rhizopus microsporus ATCC 52813 protein prenylyltransferase (RHIMIDRAFT_226259), partial mRNA
>XM_023607565.1 Rhizopus microsporus ATCC 52813 putative 6-phosphogluconolactonase (RHIMIDRAFT_226400), partial mRNA
>XM_023607566.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_226414), partial mRNA
>XM_023607567.1 Rhizopus microsporus ATCC 52813 ARM repeat-containing protein (RHIMIDRAFT_226430), partial mRNA
>XM_023607568.1 Rhizopus microsporus ATCC 52813 glycoside hydrolase (RHIMIDRAFT_22645), mRNA
>XM_023607569.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_226460), mRNA
>XM_023607570.1 Rhizopus microsporus ATCC 52813 ribosomal protein S17e (RHIMIDRAFT_22650), mRNA
>XM_023607571.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_226558), partial mRNA
>XM_023607572.1 Rhizopus microsporus ATCC 52813 L30e-like protein (RHIMIDRAFT_226619), mRNA
>XM_023607573.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_226625), mRNA
>XM_023607574.1 Rhizopus microsporus ATCC 52813 P-loop containing nucleoside triphosphate hydrolase protein (RHIMIDRAFT_226639), mRNA
